item_id,old_item_id,release,song,artist,genre,count
7939,uv4cNdjc1aKLV93d,2017,Lying Together,FKJ,nu jazz,38
7940,G0PVDYwTZYLnxLfB,2018,ABQ,The Marías,indie pop,20
7941,0Pn0EYWzup45hJB5,2006,Empty,Ray LaMontagne,singer-songwriter,13
7942,4SN8s7Ta6iuk0cxR,1998,Trimm Trabb,Blur,britpop,20
7943,Cg9PlxoFqAyZ48L2,2010,Blacklist,Bring Me the Horizon,deathcore,22
7944,CoXNNoVeV8w1v8rQ,2001,Hyper Music,Muse,alternative rock,71
7945,yuNZU1DeQKqZnnIi,2018,Miracle,CHVRCHES,soundtrack,120
7946,gEuwM5mGCNpQKa9U,2012,Sinematic,Motionless in White,metalcore,12
7947,uCPIaf7RT9dyYPio,1992,Achy Breaky Heart,Billy Ray Cyrus,country rock,29
7948,mZVlmXyCcIb3rzpo,2016,The Giving Tree,If These Trees Could Talk,post-rock,85
7949,VM5rIKa4SRQXoiq8,2015,Everglow,Coldplay,alternative rock,69
7950,s7zHqMo3AkRrIwzw,2014,Time is Black,Arch Enemy,symphonic death metal,27
7951,t2Y36kOOGH7JxDMn,2010,Still Remains,Alter Bridge,alternative metal,15
7952,L0epUZAtOpAUz4pn,2001,The Tongue of Fire,Emperor,symphonic black metal,14
7953,704mjjvHGo0Snf3i,2005,When the Night Feels My Song,Bedouin Soundclash,ska,10
7954,boPmDBEljNtLYgvw,2017,Evelyn Evelyn,Evelyn Evelyn,dark cabaret,53
7955,KZNyWHsMsW8S5Ra6,2018,5 More Days 'til Summer,Lenny Kravitz,funk rock,13
7956,g6LXmQDA0S6pL0It,1988,I'm Your Man,Leonard Cohen,singer-songwriter,57
7957,d8ZlFVr8P9x2Mgks,2016,Horizon,Dance With The Dead,synthpop,27
7958,leNR0bybZvrm2zjI,2007,Innocence,Avril Lavigne,pop rock,41
7959,7Z9dGoFB0bAmi0zg,2000,Get Around to It,Arthur Russell,art pop,38
7960,ZzVzT19g8bLDuQX4,2008,Zephyrus,Bloc Party,indie rock,9
7961,5cPojQi6lGT6v6vY,2000,Walk On,U2,alternative rock,44
7962,cSwLOppVYPibYJrI,1977,Born to Kill,The Damned,punk,13
7963,Ct008nIqetAJ8oRi,2015,Get Your Fight On,The Prodigy,breakbeat,33
7964,FbsoBEx5vDFVqtzi,2009,Edge of Desire,John Mayer,rock,27
7965,B7NAxj7hoQRqTNcw,2011,Moonlight Equilibrium,The Black Dahlia Murder,melodic death metal,36
7966,OpWvfuic7bVfIxc3,1978,Wow,Kate Bush,singer-songwriter,30
7967,5zViT0DtLZNwQTkf,1979,This Is It,Kenny Loggins,yacht rock,20
7968,cFP1zSgG1dOOhzkz,1967,Bike,Pink Floyd,psychedelic rock,35
7969,dHzEvRtPJcHa2qSQ,1992,Everything Counts,Depeche Mode,new wave,108
7970,qxSfaTplx5t1EMd8,1970,Wigwam,Bob Dylan,folk rock,22
7971,OzQX6XW07E9rBXcN,1972,Your Mouth,Frank Zappa,avant-garde jazz,12
7972,5Sphp86gyPJTkqEP,2016,Marked For Death,Emma Ruth Rundle,drone,85
7973,gqOdfsBhgwjGyrUq,1996,Guilty,Gravity Kills,industrial rock,28
7974,zsBSl3gUPiEZzfvu,2018,Worthless Animal,Deafheaven,drone,37
7975,0YpbtYxJKE5MpCap,2013,Protovision,Kavinsky,electro house,58
7976,vD4jmiC66VkozutN,2014,Skulls,Röyksopp,downtempo,38
7977,gTYOvYkb4wBkqEdZ,2019,Anti-Gravity,These New Puritans,new rave,14
7978,Q2cTcU0yl0QYJ8Py,2002,Let Go,Frou Frou,electronic,59
7979,fxBZtBYHqX7eSzSd,2010,Memorial,Bring Me the Horizon,metalcore,21
7980,b5tVv5Xdfil9kMVp,2014,On and On,Arch Enemy,melodic death metal,24
7981,Pdq1UFnK2ArzgsTu,1981,Desert Plains,Judas Priest,hard rock,38
7982,qixkPyKhX46yPQ1C,2000,Orange Moon,Erykah Badu,jazz,17
7983,QWMzjxFvJtwNN6TM,2005,Path to Lucy,Deaf Center,ambient,12
7984,Hu0deEA451idi8iA,2000,It Takes A Fool To Remain Sane,The Ark,glam rock,18
7985,lhFBdGXSrgWsT6Sh,2009,Johnny Boy,Twenty One Pilots,alternative pop,13
7986,dQIJYYpdLTLiKRDt,1998,No Distance Left to Run,Blur,britpop,50
7987,e55jBJaEhh3QczyQ,2015,Daylight,Young Guns,alternative rock,10
7988,0mCxcGNKjJuWwgTv,2015,Life of the Party,Shawn Mendes,pop,11
7989,1lGtSHBmVlovbFbF,1990,Revel in Flesh,Entombed,death metal,47
7990,zEXUFOLGVKodHzsv,2016,This Must Be My Dream,The 1975,synthpop,23
7991,uvnZjzuIAqVRm15V,2011,Casi Q' Me Pierdo,Los Cafres,ska,12
7992,lrf3h2SZgmuSflgm,1996,Zero Chance,Soundgarden,grunge,16
7993,xoySJyhi3YX7KIJ0,1986,Answers Me,Arthur Russell,avant-garde,20
7994,nJj3fmT1NAPswwSG,2014,Avalanche,Arch Enemy,melodic death metal,34
7995,ya0FxogXj4qgDE9W,2014,All Star,"Chunk! No, Captain Chunk!",post-hardcore,34
7996,VC2TYH8ikohiYvOP,2014,Dream,Imagine Dragons,indie rock,41
7997,UqtPxzmA5qZShcBB,2001,Citizen Erased,Muse,progressive rock,78
7998,8oLjdG6ftZe5IAKm,2016,Murder One,Metallica,thrash metal,47
7999,qwAR3KymFSkwc7BO,2010,Every Time You Go,Ellie Goulding,electronic,23
8000,KviQZT06ZEgsTVYd,2016,Living in the Shadows,Matthew Perryman Jones,singer-songwriter,37
8001,w126US6EzhZxN7sE,2003,Gravity,A Perfect Circle,progressive rock,57
8002,xUWyHJNgCQ57aHHv,2002,Breathe In,Frou Frou,electronic,27
8003,ichFbwsoaRAm24yl,2001,Flavor Of The Weak,American Hi-Fi,pop punk,54
8004,GHtFJm7F0mcApdC8,1991,Believe,Savatage,progressive metal,20
8005,J9kvySgbTNRMzPE3,2017,Talking to Myself,Linkin Park,nu metal,67
8006,5e4H7wA0eygL6Acb,2015,Avalanche,Dan Terminus,cyberpunk,26
8007,cobqPU5dWFN2g6ky,2005,If Everyone Cared,Nickelback,hard rock,62
8008,PcZapZPy7gF2U9zp,2018,Insania,Angra,power metal,16
8009,rSbGu2uDN7TmQvTl,2018,New Futures,Tides of Man,post-rock,12
8010,rSWaST4Us38FauFE,2019,Back In My Body,Maggie Rogers,indie pop,44
8011,x58xfmnBwiESvGX2,1987,If I Had a Boat,Lyle Lovett,country,11
8012,iTRwU5rzUYM9K1L7,2012,This Is What I Know About Sacrifice,The Ghost Inside,melodic hardcore,14
8013,x3wfcyxEQjeCrl8b,2013,Midnight Memories,One Direction,pop rock,58
8014,mpG2bZZeFVlPw2M3,2012,Bright Like the Morning,Stoned Jesus,stoner rock,33
8015,sQUu224qaM0oXnsD,1965,Sinnerman,Nina Simone,blues,45
8016,0273l5ZKx90qFfxJ,1984,Bad Boys Running Wild,Scorpions,hard rock,22
8017,AFn9WXVhVKJXnC6i,2011,Honestly,Kelly Clarkson,pop rock,11
8018,mlJ6PgeUP9C9dJ4K,2017,Swim Beneath My Skin,Counterparts,melodic hardcore,14
8019,fboUZE3uz8OFvcNS,2014,Avaritia,deadmau5,progressive house,12
8020,iHXAeCblPJNF3DdA,2016,Here I Am,Asking Alexandria,metalcore,23
8021,WiJ5LcL7JYvTM0rs,2016,She's Casual,The Hunna,indie rock,17
8022,1QMAtB8I4W61p9F8,2017,Whatever It Takes,Hollywood Undead,nu metal,64
8023,ZyCBkmfntiMuWJ43,2019,Crushed Up,Future,rap,29
8024,mA9JIXMZNQVKoZl8,2016,Once In A While,Timeflies,house,20
8025,24nlgl4Li25Oozfz,1961,But Not for Me,John Coltrane,jazz,16
8026,P7QPD1p9vF6ZNS6b,2006,This is Absolution,Killswitch Engage,metalcore,45
8027,9qv4Jq2l5M0RbpbS,2006,Steine Sind Steine,And One,futurepop,34
8028,qUbKjC17TpHOFZkJ,2009,Air Catcher,Twenty One Pilots,indie rock,11
8029,TTEmcQhtVOdEa88G,2016,Fight My Regret,The Amity Affliction,emocore,14
8030,WHatgxsWhbEx5Frf,2008,Copenhague,Vetusta Morla,pop rock,21
8031,iZDgAChdXjyJkyOc,2018,Sauce,Justin Timberlake,pop,13
8032,JORtV06binWucmT4,1990,Nah Neh Nah,Vaya Con Dios,pop,31
8033,QOepJEe9aNAqQhW3,2013,Come a Little Closer,Cage the Elephant,indie rock,109
8034,RliDpjVaPL4mRN2c,1990,Supposed to Rot,Entombed,death metal,45
8035,J721gFcTfBtKuvWD,2006,Coffin Nails,MF DOOM,hip hop,40
8036,yN3IAsjIB2NkOnyM,1984,One Night In The City,Dio,hard rock,29
8037,Zgfy2LEEefncWkkb,1998,At My Most Beautiful,R.E.M.,alternative rock,42
8038,Y3E6pK5UHH9XsftM,2004,Polaris,Jimmy Eat World,emo,21
8039,rFiT2r8Y9VmOTt7T,2016,Barcelona,Freddie Mercury,opera,21
8040,U2vufHFfFlPNNXS2,2018,The Bottom of My Soul,Angra,power metal,13
8041,sCJd3V2jttcz45xA,2013,Wait for Me,Kings of Leon,southern rock,56
8042,lRLghnaPyAvhhXFy,2011,We R Who We R,Ke$ha,electronic,66
8043,DDq7x6UKN2Y1UaTL,2005,Never Know,Jack Johnson,singer-songwriter,32
8044,Tx753bAYLiAo28X8,2012,Every Night,Imagine Dragons,indie rock,23
8045,29no4joGt69oqZpL,1996,Thorn Within,Metallica,thrash metal,45
8046,qlh9sIP9gpOMatGG,2019,I Disavow,Misery Index,deathgrind,24
8047,AYaNJldQSzIEsglc,2002,Coma,God Is An Astronaut,post-rock,40
8048,eZ1iPCvfMT7NiquW,1990,Times Of Trouble,Temple of the Dog,grunge,21
8049,Iahvld72HwTmi5yh,2010,Kidz,Take That,britpop,26
8050,M1F3yZqA5NuSioLG,2001,Control,Puddle of Mudd,grunge,53
8051,SPQZx15quWp3uFSK,2009,Good Life,OneRepublic,pop,56
8052,Vf6mVI3FTaLy4yVC,1989,Tears Run Rings,Marc Almond,new wave,25
8053,uOc47lFMgODpgtET,2014,New York City,Lenny Kravitz,rock,16
8054,XZBFUaakbqGUZvCw,1969,To Be Alone with You,Bob Dylan,classic rock,21
8055,gnJ5tZr166tlDEpx,2016,In Your Eyes,BADBADNOTGOOD,avant-garde,138
8056,REqJd0RFmRzFwRc5,1984,Hades,Bathory,thrash metal,54
8057,iufoYB6mKZHjKT3T,2017,5 Flucloxacillin,Los Campesinos!,indie pop,15
8058,6OXrawz39OlklIhb,2017,Set Flame to the Night,Arch Enemy,melodic death metal,48
8059,AIQDR9MNib3nn5j4,2006,Colour Green,Sibylle Baier,singer-songwriter,55
8060,w0RfS4uChVxOFA33,2005,My Negation,Dark Tranquillity,melodic death metal,23
8061,GL78JEeBUapzHe8w,2018,Higher Higher,Justin Timberlake,pop,25
8062,VLE2vsWlYB00m0HU,1995,Target,Fugazi,post-hardcore,12
8063,UVDs5yH0n4pKtuE9,2002,Must Be Dreaming,Frou Frou,electronic,18
8064,O0VDJ7tp6uPPcUh5,2014,Take Your Time,Sam Hunt,country pop,23
8065,aYx3HSinAfsouXeG,2019,Where The Trees Are On Fire,These New Puritans,post-punk,24
8066,AzYXrZ4GXtgWRxrZ,2017,Hanging From The Family Tree,Incendiary,nyhc,18
8067,8qu5v4fQ2lBGJgaH,2004,Listening,The Used,screamo,18
8068,4gaD83MMacMK3whd,2018,Beija Flor,Johnny Hooker,brega,17
8069,JDeMeD6la9js98QS,1980,Hit Me With Your Best Shot,Pat Benatar,classic rock,93
8070,alXniY4S4YmA34gd,1968,Come Live With Me,Dorothy Ashby,harp,34
8071,SoGT7MjNvkWK2DGc,2006,Faaca,Mombojó,brazilian rock,12
8072,JAWJrd3LcrC89Ds9,2011,It Will Rain,Bruno Mars,soundtrack,26
8073,VV1qSjtfptll385f,1969,I Threw It All Away,Bob Dylan,country,20
8074,2tRCjfwSn4Lr91e8,2009,Left Out,Riverside,progressive metal,24
8075,O2Sq8YsNWNgYy4ok,2012,Electric Mistress,Stoned Jesus,stoner rock,32
8076,Xn9N65zssWpnxX7p,2018,War Horns,Angra,power metal,12
8077,gZAELOX4twp5MgbI,2017,Rooting for You,London Grammar,pop,53
8078,mJJ2NzoZMDEmx9xi,2017,Night Rather Than Day,EXID,k-pop,9
8079,U8zcnb7dwiy7U3UJ,2012,Losing My Religion,Lacuna Coil,alternative metal,74
8080,oUQkvVfipSWDqppB,2009,Eet,Regina Spektor,singer-songwriter,55
8081,vBmHRt5ZJeIC6aVH,2015,I Am Machine,Three Days Grace,alternative rock,93
8082,3j9jevapaVvqDPcp,2004,Aqua Dementia,Mastodon,sludge metal,64
8083,C7b7FHLVcd2nToW6,2012,Left Alone,Fiona Apple,singer-songwriter,37
8084,uNJSTXcT6dENBgPS,2006,Readymade,Red Hot Chili Peppers,funk rock,40
8085,qSXMHneYsW9hL7YB,2007,Lovers Are Strangers,Michelle Gurevich,lo-fi,15
8086,Jyw5Yq2ZAAkEwQrb,2008,My Will Be Done,Unearth,death metal,33
8087,3H5ncFt81kRthBVA,1973,Whiskey River,Willie Nelson,country,22
8088,qBG5stv6bR44QVj3,2018,Something to Believe,Hollywood Undead,screamo,18
8089,xJMS3XLB5MFLPY8m,1976,Royal Orleans,Led Zeppelin,hard rock,17
8090,9D2NFhxz6hSpo5Ii,2017,Front Toward Enemy,Incendiary,nyhc,26
8091,F8rALsQ3ygOw2nJK,2015,Teenage Talk,St. Vincent,indie pop,17
8092,JdU8v4LbImwNqdPs,2013,Outlier,Counterparts,melodic hardcore,13
8093,y8gP12z7i6h3ihfL,2006,Leave Before The Lights Come On,Arctic Monkeys,indie rock,49
8094,T4XEwusk9mHBs2mi,2004,In Loving Memory,Alter Bridge,hard rock,40
8095,zd0OeqL3v2ye782G,1992,Mystery,Miles Davis,jazz,20
8096,WrQsVakMvUws7frr,2017,seedless star,Cloakroom,shoegaze,15
8097,AXA5LpwC9PJUG4bE,2014,Morning,Beck,singer-songwriter,68
8098,EUticyIL4EH45O04,2003,This Is Now,Hatebreed,metalcore,35
8099,pKCwVz7N2QDqtfST,2003,Quicksand,Travis,britpop,9
8100,RRZJdCzViDN3NpJO,2017,Mój dom,Kortez,rock,18
8101,tdmfD6IeBd8iCCfE,2017,American Attraction,Anti-Flag,punk,61
8102,YXS0nNLm4KIBdJpN,2019,Fire,Sara Bareilles,soul,21
8103,C3PPoZqu1GGp0nqL,1974,East St. Louis Toodle-Oo,Steely Dan,classic rock,21
8104,kCQP0wJjz8gQHCRY,2009,Follow The Water,Architects,mathcore,27
8105,AhzneFpAF16EyP0K,2018,Wave,Justin Timberlake,pop,15
8106,fa9BAujBQJv0G1rv,2012,Blood,In This Moment,metalcore,121
8107,0J9njLjqpRfo3rbn,2011,Shadows,God Is An Astronaut,post-rock,36
8108,XEgjq0W8SPZlkVJ9,2007,Shell of Light,Burial,dubstep,68
8109,yBiAtyh1NdxjGSsx,2015,Tumor,Allie X,electropop,13
8110,nTI9OMVg3MC5yLYt,2018,ekki hugsa,Ólafur Arnalds,contemporary classical,55
8111,C4VhB2GdOeYU0jsi,2017,crush on you,elijah who,beats,11
8112,MLaFgawOBOoC2MiT,2018,Motivate,Little Mix,merengue,15
8113,DaV61AgNadqkUzb1,2018,Inferno,Amaranthe,power metal,85
8114,Aqe9e6Jj4w6huYiR,1968,Spinning Wheel,"Blood, Sweat & Tears",jazz,17
8115,32VUmX2oa1Ovxo0o,2012,Morning Song,The Lumineers,folk rock,18
8116,TAwZdb7J9IzIYKGA,1990,Morbid Devourment,Entombed,death metal,28
8117,qJ0yner4tOoYlX24,2013,Be Alone,Paramore,pop rock,30
8118,SXJqJjSGPs2e7ijl,2003,Enlighten Me,Masterplan,power metal,25
8119,zF88WWoYpZCyDv3f,2017,Awakening,Incendiary,nyhc,13
8120,NG6TadLGKLHLx4tC,2017,Toe to Toes,Mastodon,progressive metal,72
8121,ETBirMFn5pdAWMtV,2003,100 Years,Five for Fighting,singer-songwriter,27
8122,CGQeyyYyhdhnbyYz,1995,Falling Down,Tears for Fears,rock,12
8123,8ggKKppk28AmgVtK,1979,Dancer,Gino Soccio,disco,23
8124,ucCmNXGGfqicBMVW,2013,Witness,Counterparts,melodic hardcore,17
8125,X9CYiEVdpub4XsvV,1979,Killing Machine,Judas Priest,hard rock,21
8126,aZbloFegq0gP4Fyl,2006,Under The Northern Star,Amon Amarth,viking metal,57
8127,NtTCifPy0fWOpyl9,2009,Emergency Contraception Blues,Bombay Bicycle Club,indie rock,22
8128,KNM9FJRPQor7FNnk,2018,Loaded,Miles Kane,indie rock,19
8129,8R4TK4XEmJczZRwz,2003,Guernica,Brand New,emo,24
8130,TSHUcs3P4SWVN1ka,2009,Dead Seeds,Lamb of God,groove metal,35
8131,7Od1rQzxBEC6lfSC,2017,Gurzle,Psychedelic Porn Crumpets,garage rock,17
8132,Ui8q06M7hM2i3GfT,2007,Jonny Sniper,Enter Shikari,nintendocore,27
8133,wMbpkrTBWxZMmLvz,2016,Royals,Otep,metal,36
8134,R7RhgeqIOpH2mQ60,2009,Crawl,Breaking Benjamin,post-grunge,38
8135,ehQvEsOqMRv9ac72,2016,Bending Light,Neurosis,doom metal,24
8136,VyPiSsjXDQzbSZ91,2017,Black Magic,The Amazons,indie rock,36
8137,tjBDB6JuQjCYOjOL,2018,nyepi,Ólafur Arnalds,contemporary classical,28
8138,vptqUoc2OQDmrxMK,2015,Awkward,Dance Gavin Dance,metalcore,23
8139,BvOP74oavfsOjU9H,2007,Test,Little Dragon,electronica,12
8140,39IcRETxpOsKWZ4w,2018,Torn in Two,Breaking Benjamin,alternative metal,41
8141,rXOPGkZ21WrRFWvY,1993,Dine Alone,Quicksand,post-hardcore,15
8142,3dRfhcvSa5GsipjQ,2013,Popular Song,Mika,pop,35
8143,pRXJu8ro7xUxj77b,2000,Last Tango in Paris,Gotan Project,tango,18
8144,01ZrNpwRWi7Ymdp5,2014,Try,Colbie Caillat,pop,25
8145,AhijeSHWtXN53CzO,2018,Deathwish,Red Sun Rising,post-grunge,21
8146,k4fqcDdoDpQ5X9os,2019,Drained,The Brian Jonestown Massacre,psychedelic rock,22
8147,0GXFJIihJt7XsykH,2013,After The Afterlife,CocoRosie,experimental,10
8148,l5odrOPbcdKu1Ro4,1992,Surrounded,Dream Theater,progressive metal,70
8149,MGn8MZCeYMSSiQ73,2018,Dressed to Suppress,Metric,indie rock,49
8150,cH0LL6St3qiZRfaO,2018,The Cure,Little Mix,electropop,19
8151,6FUCpb39J8qQEeS8,2001,Rock In The Video Age,Jan Jelinek,glitch,29
8152,zvzSJfjlW4xlZINo,1999,Porcelain,Red Hot Chili Peppers,funk,72
8153,mnPujAK8Fi0jRE35,1995,"I Like It, I Love It",Tim McGraw,country,15
8154,wOP1QdJ9QeAUNP9k,1996,You Have Been Loved,George Michael,soul,15
8155,ChA6Fz8LYv9Sb3yZ,2011,A Martian Winter,Angel Vivaldi,progressive metal,13
8156,BT4tVsTdFkFeS8cz,1974,Sundown,Gordon Lightfoot,country rock,37
8157,QvoHpDeaRyzVJdh1,2013,Future,Paramore,post-rock,25
8158,5hpRNabhJsv88V2U,2015,Burn,Counterparts,melodic metalcore,15
8159,Vzy8PZfT8jtsegul,2019,A-R-P,These New Puritans,post-punk,10
8160,b8qlPORztQLRaoPl,2018,Incinerate,Unearth,melodic death metal,20
8161,hUxGIGGikar6PGPk,2016,Black Honey,Thrice,post-hardcore,95
8162,AZYsnmjwDPG9y9Yc,1993,Time Becomes,Orbital,techno,11
8163,mEagypKfdGz9DtZW,2019,Burning Myrrh,Full of Hell,grindcore,82
8164,pxFYr52ndt6Z9wYT,1991,Fora Da Ordem,Caetano Veloso,mpb,10
8165,HMUMP2PgmaRm6f2w,2013,The Woodpile,Frightened Rabbit,indie rock,36
8166,dhtvd3Yi4Gm6VLLr,2017,No Servant of Mine,Counterparts,melodic metalcore,20
8167,yE4cLLHSlvmzmuwK,2017,Coastline,Hollow Coves,folk,69
8168,2F0kvBcEIXyYqWMV,2011,Post Mortem,God Is An Astronaut,post-rock,41
8169,JuIvamtkMYHDS5IS,2017,No Purity,Incendiary,nyhc,13
8170,VdjYK1aY9x0ifhim,2018,Magic Mirror,Angra,power metal,13
8171,P1ms1QSl8l7Dze4T,2007,Love Song,Sara Bareilles,pop,88
8172,1AqA2Pqtohxykcte,2018,Greatest Love Story,Lanco,country,14
8173,Y9Ou3KL4ABNVACkC,2014,No Dog,Esben and the Witch,post-punk,16
8174,AUVRoXWS4tLVv4sp,2018,Hej wy,Kortez,pop,34
8175,EtNLvwAAtPbbKPG5,1991,Psycho,The Sonics,garage rock,38
8176,RdsYjiPq2HTRkHUu,2016,Stay With Me,Chanyeol & Punch,rap,15
8177,VcClvN60veVWqD5M,2004,Common People,William Shatner,spoken word,33
8178,FP8om69jZy4VA7ei,2009,Before You Start Your Day,Twenty One Pilots,indie pop,10
8179,Y6snEdJrJj9bTxcQ,1972,Baby I'm-A Want You,Bread,soft rock,37
8180,Z0AA1J4a57ihHysP,2007,Serenity,Godsmack,nu metal,31
8181,BkTdTDjLs0Aq3eqH,2002,Flicks,Frou Frou,electronic,15
8182,GvOMI5vrtrwXnunq,2018,Flannel,Justin Timberlake,pop,10
8183,ST9msMG8wo2kOZJF,2014,Paralyzed,In Flames,melodic death metal,49
8184,ptHLXJnwdguNexfB,2017,Burn It Down,Daughter,rock,46
8185,bbDyqkFVAS5rGZOL,2003,Communication,The Cardigans,pop,21
8186,8SNrJJxtiQnHI3qR,1981,Heavy Metal,Sammy Hagar,hard rock,47
8187,JfjyXGAuK2M4WXcL,2015,Time Machine,Royal Thunder,stoner rock,23
8188,Pve9K84qpNyT9ObF,2017,Run For Cover,The Killers,indie rock,90
8189,vN5Q2VvaGjH5LbfF,2003,Sweet Amber,Metallica,thrash metal,39
8190,pXm8A4yyIsoFejiq,1999,Preciso Me Encontrar,Cartola,samba,88
8191,OCM57tsHAvVxlaGM,2018,Despicable,Grandson,rock,43
8192,tKk6nBWolrOOaOmj,2004,Lunacy Fringe,The Used,screamo,10
8193,5dyYPWgkUHo6PF4U,2015,Withdrawal,Counterparts,melodic hardcore,10
8194,NGceOT9edxpIa3e0,2011,Shipwrecked,Alestorm,folk metal,54
8195,mvUaP8k67qOFfA65,2013,Stress,Crim3s,witch house,12
8196,H0D657tyrGusAQro,1998,Big Sur Moon,Buckethead,experimental,34
8197,qiC6rF1R4xi6LLlJ,2016,Protection,Emma Ruth Rundle,ambient,73
8198,cexaWuhR3Z7QRO25,2014,Dead Eyes Opened,Severed Heads,new wave,23
8199,u9vnyzObCKanl3wI,2017,Something American,Jade Bird,country,18
8200,WOOwboBw2UYYoE9p,1988,Rise and Fall,Helloween,speed metal,39
8201,GixijsH3GjkI3w1A,1999,Little Boxes,Pete Seeger,folk,10
8202,J2Eed0jFvLYXZTTk,2014,Red Planet,Alvvays,dream pop,26
8203,wCCBuZHFlvvY9d3M,1975,Never Been Any Reason,Head East,classic rock,15
8204,pvfXocTXGUk0y0JZ,2011,What You Want,Bombay Bicycle Club,indie rock,30
8205,jDRteSPW9hkxRoKo,2009,Convinced of the Hex,The Flaming Lips,psychedelic rock,10
8206,lnD3yiZfCQXuwgFl,2018,Million Lightyears,Beyond the Black,symphonic metal,20
8207,IvBjN6xngO1nPsUh,2017,Breathing,Oscar and the Wolf,dream pop,20
8208,OhSfYQC61fNxKUjz,2018,Montana,Justin Timberlake,pop,12
8209,3sh2fR05FRNM0R8w,2017,Bang Bang,Hollywood Undead,screamo,32
8210,apRNNXmc1abpkJ55,2015,Writings on the Wall,Parkway Drive,spoken word,54
8211,CoTB7bwHupgz9YnB,2016,Stuck In Your Head,I Prevail,rock,25
8212,1eFLxS84IVDSifeA,1990,The Truth Beyond,Entombed,death metal,28
8213,9LXUUxqyvK8lk1Wy,2013,Temper Temper,Bullet for My Valentine,metalcore,21
8214,bSmLxIsQxrmhFC3D,2018,Collapse,Heart of a Coward,progressive metalcore,23
8215,u6NtZfPArPnfwGXL,1988,Ram It Down,Judas Priest,speed metal,45
8216,rHSUWxDqUZotpyWX,1993,Planet of the Shapes,Orbital,techno,14
8217,fSn9iZTxyso5TZky,2012,Trembling Hands,The Temper Trap,indie rock,28
8218,iC2CNcJrhBYhh1bF,2007,1973,James Blunt,britpop,51
8219,MwCQ1xELqNXCzouH,2018,Losing My Life,Falling in Reverse,screamo,48
8220,idrJrfmeVQStU0mk,2012,Halo,Slash,hard rock,11
8221,sBI8YDXfS6ftJNca,2003,Twisted Nerve,Bernard Herrmann,soundtrack,38
8222,jlLZR2bap7dZV8gp,2017,Revelation,Balance and Composure,post-hardcore,10
8223,FAQcOitn1I2Zm8Dd,2001,Wish,Alien Ant Farm,alternative rock,48
8224,YZ5ladmtNxmFx8SW,2011,Snowfall,God Is An Astronaut,post-rock,49
8225,AP20yI3SO2tbApxm,2000,Grotesque Impalement,Dying Fetus,brutal death metal,30
8226,sgzUOc5XH0Yoh87d,1968,Mind Flowers,Ultimate Spinach,psychedelic rock,31
8227,aakpPbxkvo90RJlz,2011,This Is Letting Go,Rise Against,melodic hardcore,27
8228,mP6rbn68HUSNEdUA,2003,A Good Horse,The Cardigans,pop,11
8229,Zj6dUNZkvrmFbZtj,2013,Earth Death,Baths,downtempo,15
8230,7TEMzPqSHWOHiojK,1933,Tea for Two,Art Tatum,jazz piano,20
8231,7SahqPLsWUfyv7WY,1992,Return to Serenity,Testament,thrash metal,95
8232,WhBPS3xALxEq96Bv,2014,The Pitt,Dance With The Dead,new wave,19
8233,g2CV9mJiWs9bJUsx,2004,Inside a Break,John Frusciante,singer-songwriter,18
8234,FPOD0IPwrHzyhsTQ,2004,Jesus of Suburbia,Green Day,punk,145
8235,RTiFGeFs9BRxSKWY,2018,Hide,Rainbow Kitten Surprise,indie pop,13
8236,EqpXiz4ssb657LpT,2004,Battle Metal,Turisas,viking metal,37
8237,AuDhF4OT4Scc9GNb,2016,MILITIA,Crim3s,witch house,13
8238,FJugD1EmIi9PwAcv,1961,Everytime We Say Goodbye,John Coltrane,jazz,30
8239,tjAhtY1idbu1Sfl5,2006,Finally Moving,Pretty Lights,electronic,66
8240,rhiy1VL8osyS4dA5,2002,All I Have,Amerie,soul,17
8241,PhVIXOqND7iXsgRv,2012,Lakehouse,Of Monsters and Men,folk,32
8242,0clG8EKb5xl6XeYM,1992,My Lover's Prayer,Otis Redding,rhythm and blues,16
8243,i8aYNoNi8wVIvEgG,2015,State of My Head,Shinedown,rock,53
8244,I3k2JQnDRgF3xctd,2018,Breeze Off the Pond,Justin Timberlake,pop,14
8245,J3e4otTlV5PboWAw,2007,Dopamine Clouds Over Craven Cottage,Stars of the Lid,drone,26
8246,xh7ZRnAu1UmCkXQ3,2013,Recovery,Frank Turner,singer-songwriter,37
8247,0t6nCxnmb4fmDhnQ,2008,Highway of Endless Dreams,M83,shoegaze,18
8248,PYAgUMJn1JgJNoTG,2010,Splitting the Atom,Massive Attack,downtempo,97
8249,buvRvgDyIz1e0560,2001,"Them, Their",Jan Jelinek,glitch,18
8250,wA6h4y4qtFvo9mvd,2019,White Bat,He Is Legend,southern rock,30
8251,YSbc6HSHCArRFHEx,1990,Valhalla,Bathory,viking metal,38
8252,a7c6HrVlltW6EJn5,1982,Riding on the Wind,Judas Priest,classic rock,41
8253,kflYK2tjXetHMAfI,1998,Daysleeper,R.E.M.,alternative rock,40
8254,pzQHBx7Y3N1uVlpT,2014,Georgia,Vance Joy,alternative rock,58
8255,FibyOt3nDGKmLlnb,1992,Writhe,Kyuss,stoner rock,42
8256,t6Sus28YZiISkUne,2015,"Aaron Burr, Sir",Lin-Manuel Miranda,rap,35
